0,0.619903,0.641420,0.526182,0.715317
1,0.688147,0.582749,0.672297,0.603431
2,0.717727,0.552536,0.700169,0.549385
3,0.747729,0.520970,0.713682,0.578853
4,0.765899,0.502672,0.750845,0.533778
5,0.773083,0.483723,0.751689,0.525858
6,0.786393,0.473255,0.781250,0.489035
7,0.794633,0.460749,0.760980,0.491050
8,0.787450,0.458075,0.732264,0.518735
9,0.799493,0.444610,0.759291,0.517687
10,0.810691,0.436226,0.742399,0.538298
11,0.811959,0.427407,0.796453,0.477635
12,0.818720,0.419346,0.767736,0.491053
13,0.814071,0.414455,0.788851,0.483958
14,0.818720,0.413398,0.789696,0.465824
15,0.834143,0.395860,0.779561,0.478252
16,0.840693,0.386770,0.771959,0.484633
17,0.847031,0.385301,0.746622,0.527107
18,0.845975,0.380472,0.807432,0.466960
19,0.844074,0.383752,0.798986,0.455135
20,0.847665,0.369069,0.797297,0.479189
21,0.854638,0.362209,0.790541,0.457808
22,0.857596,0.360871,0.767736,0.509512
23,0.847243,0.365549,0.793919,0.468387
24,0.858441,0.349873,0.810811,0.456237
25,0.866469,0.345992,0.774493,0.476737
26,0.870695,0.337191,0.773649,0.473981
27,0.867103,0.335012,0.797297,0.449036
28,0.875977,0.331009,0.753378,0.525121
29,0.873231,0.328402,0.791385,0.458721
30,0.878513,0.320863,0.807432,0.452180
31,0.879146,0.317320,0.802365,0.461924
32,0.885062,0.308486,0.775338,0.483443
33,0.884217,0.312295,0.771115,0.477873
34,0.892880,0.302966,0.775338,0.477133
35,0.890133,0.301166,0.802365,0.447398
36,0.894993,0.290832,0.810811,0.451496
37,0.897105,0.292939,0.798986,0.453407
38,0.896894,0.286445,0.812500,0.446587
39,0.902599,0.282427,0.798986,0.452844
40,0.903866,0.279066,0.792230,0.456305
41,0.899641,0.279552,0.798986,0.458280
42,0.903866,0.276476,0.801520,0.451641
43,0.907458,0.268448,0.804899,0.449716
44,0.910205,0.262804,0.808277,0.446387
45,0.908726,0.265530,0.801520,0.453641
46,0.912952,0.258553,0.808277,0.443951
47,0.912952,0.257452,0.798142,0.460411
48,0.916332,0.253071,0.810811,0.445704
49,0.919713,0.249352,0.788851,0.492753
50,0.923304,0.246519,0.782095,0.465977
51,0.927319,0.238738,0.801520,0.458795
52,0.927741,0.236088,0.801520,0.453036
53,0.923727,0.235633,0.807432,0.446011
54,0.923304,0.235845,0.811655,0.444738
55,0.930066,0.226607,0.812500,0.443730
56,0.928587,0.227448,0.788851,0.467268
57,0.931756,0.226254,0.751689,0.547300
58,0.935136,0.219870,0.803209,0.476729
59,0.936827,0.217136,0.767736,0.495106
60,0.931756,0.219264,0.801520,0.455782
61,0.939151,0.210064,0.810811,0.444331
62,0.938517,0.207744,0.810811,0.449189
63,0.942742,0.205886,0.793074,0.450819
64,0.942320,0.204930,0.793074,0.461540
65,0.941897,0.203127,0.764358,0.493145
