epoch,accuracy,iter_0_1_loss,loss,total_0-1_loss,val_accuracy,val_iter_0_1_loss,val_loss,val_total_0-1_loss
0,0.6748547554016113,10.344537734985352,0.5915588140487671,1231.0,0.7888067364692688,6.666666507720947,0.44629520177841187,200.0
1,0.7987321615219116,6.4033613204956055,0.45666438341140747,762.0,0.840549111366272,5.0333333015441895,0.369690865278244,151.0
2,0.838351845741272,5.142857074737549,0.38133475184440613,612.0,0.8563885688781738,4.5333333015441895,0.3701725900173187,136.0
3,0.8692551255226135,4.159663677215576,0.3301558494567871,495.0,0.8363252282142639,5.166666507720947,0.41366061568260193,155.0
4,0.8748018741607666,3.9831931591033936,0.30154913663864136,474.0,0.840549111366272,5.0333333015441895,0.533065140247345,151.0
5,0.8784997463226318,3.865546226501465,0.3153182566165924,460.0,0.8532207012176514,4.633333206176758,0.4363722801208496,139.0
6,0.8948758840560913,3.3445377349853516,0.2879418134689331,398.0,0.8437169790267944,4.933333396911621,0.6396389007568359,148.0
7,0.9109878540039062,2.831932783126831,0.24445848166942596,337.0,0.8289334774017334,5.400000095367432,0.6606009006500244,162.0
8,0.9173269867897034,2.6302521228790283,0.2438698709011078,313.0,0.8658922910690308,4.233333110809326,0.4586779475212097,127.0
9,0.8354463577270508,5.235294342041016,0.5910711288452148,623.0,0.5871171951293945,13.033333778381348,1.744243860244751,391.0
10,0.6304807066917419,11.756302833557129,1.1665091514587402,1399.0,0.5607180595397949,13.866666793823242,0.6863428950309753,416.0
0,0.6434231400489807,2.8481013774871826,0.6386711001396179,1350.0,0.7011615633964539,9.433333396911621,0.5888974666595459,283.0
1,0.529582679271698,3.7573840618133545,0.7125489711761475,1781.0,0.4392819404602051,17.700000762939453,0.7022151947021484,531.0
2,0.503961980342865,3.9620254039764404,0.7083722949028015,1878.0,0.5607180595397949,13.866666793823242,0.702430784702301,416.0
3,0.49234020709991455,4.054852485656738,0.7104565501213074,1922.0,0.4392819404602051,17.700000762939453,0.6951916813850403,531.0
4,0.5092445611953735,3.9198312759399414,0.7025634050369263,1858.0,0.5607180595397949,13.866666793823242,0.6895416975021362,416.0
5,0.5150554776191711,3.873417615890503,0.6978363990783691,1836.0,0.5607180595397949,13.866666793823242,0.6917716264724731,416.0
0,0.699154794216156,4.805907249450684,0.5907585620880127,1139.0,0.7655755281448364,7.400000095367432,0.48803722858428955,222.0
1,0.7783941030502319,3.5400843620300293,0.5135572552680969,839.0,0.7412883043289185,8.166666984558105,0.5519273281097412,245.0
2,0.6986265182495117,4.814345836639404,0.5899167060852051,1141.0,0.7803590297698975,6.933333396911621,0.5270559191703796,208.0
3,0.6082937121391296,6.257383823394775,0.6573430299758911,1483.0,0.4392819404602051,17.700000762939453,0.7060562968254089,531.0
4,0.5137348175048828,7.767932415008545,0.7043440937995911,1841.0,0.5607180595397949,13.866666793823242,0.6917344331741333,416.0
5,0.5235076546669006,7.611814498901367,6.538552761077881,1804.0,0.5607180595397949,13.866666793823242,7.0649213790893555,416.0
0,0.5456946492195129,14.453781127929688,0.6856701374053955,1720.0,0.6261879801750183,11.800000190734863,0.66057950258255,354.0
1,0.6640253663063049,10.689075469970703,0.634676456451416,1272.0,0.6948257684707642,9.633333206176758,0.5973964333534241,289.0
2,0.7128896117210388,9.134453773498535,0.562616229057312,1087.0,0.7465680837631226,8.0,0.5115981698036194,240.0
3,0.7419440150260925,8.210083961486816,0.5203039050102234,977.0,0.7814149856567383,6.900000095367432,0.4620552659034729,207.0
4,0.7849973440170288,6.840336322784424,0.4666561782360077,814.0,0.8099260926246643,6.0,0.40519917011260986,180.0
5,0.8190702795982361,5.756302356719971,0.41959893703460693,685.0,0.8289334774017334,5.400000095367432,0.40299874544143677,162.0
6,0.8272583484649658,5.495798110961914,0.39546507596969604,654.0,0.8468849062919617,4.833333492279053,0.355718195438385,145.0
7,0.8446909785270691,4.941176414489746,0.3779256045818329,588.0,0.8426610231399536,4.9666666984558105,0.34077173471450806,149.0
8,0.8565768599510193,4.563024997711182,0.35032713413238525,543.0,0.8521647453308105,4.666666507720947,0.3586277663707733,140.0
9,0.86001056432724,4.453781604766846,0.33251988887786865,530.0,0.7708553075790405,7.233333110809326,0.4895487129688263,217.0
10,0.8674062490463257,4.21848726272583,0.33357664942741394,502.0,0.8627243638038635,4.333333492279053,0.36150309443473816,130.0
11,0.8792921304702759,3.8403360843658447,0.3096431493759155,457.0,0.8321013450622559,5.300000190734863,0.3862791955471039,159.0
0,0.6753829717636108,5.185654163360596,0.5898923873901367,1229.0,0.8130939602851868,5.900000095367432,0.43217846751213074,177.0
1,0.8100898265838623,3.033755302429199,0.4324866235256195,719.0,0.8173178434371948,5.766666889190674,0.4425322711467743,173.0
2,0.8180137276649475,2.907172918319702,0.4197101891040802,689.0,0.8247095942497253,5.5333333015441895,0.40097376704216003,166.0
3,0.8151082992553711,2.9535865783691406,0.4256689250469208,700.0,0.840549111366272,5.0333333015441895,0.413487046957016,151.0
4,0.86001056432724,2.2362868785858154,0.3568214774131775,530.0,0.8637803792953491,4.300000190734863,0.331993043422699,129.0
5,0.8803486824035645,1.9113924503326416,0.3042263984680176,453.0,0.8109820485115051,5.9666666984558105,0.5772087574005127,179.0
6,0.8909139037132263,1.742616057395935,0.29186323285102844,413.0,0.8078141212463379,6.066666603088379,0.6920650005340576,182.0
7,0.9202324151992798,1.2742615938186646,0.21974653005599976,302.0,0.8585005402565002,4.4666666984558105,0.5370157361030579,134.0
8,0.9392498731613159,0.9704641103744507,0.1723259538412094,230.0,0.8595564961433411,4.433333396911621,0.5599449276924133,133.0
9,0.9479662179946899,0.8312236070632935,0.14512568712234497,197.0,0.8479408621788025,4.800000190734863,0.5202564597129822,144.0
10,0.9627575278282166,0.594936728477478,0.1208290159702301,141.0,0.8437169790267944,4.933333396911621,0.8686063289642334,148.0
11,0.9582672715187073,0.6666666865348816,0.1237034946680069,158.0,0.8511087894439697,4.699999809265137,1.007725477218628,141.0
0,0.6027469635009766,12.638655662536621,0.6680273413658142,1504.0,0.7254487872123718,8.666666984558105,0.6158807277679443,260.0
1,0.6914950013160706,9.815126419067383,0.6025060415267944,1168.0,0.7550158500671387,7.733333110809326,0.5353449583053589,232.0
2,0.7284733057022095,8.638655662536621,0.5405043363571167,1028.0,0.7740232348442078,7.133333206176758,0.48553094267845154,214.0
3,0.7562071084976196,7.756302356719971,0.5133790969848633,923.0,0.7729672789573669,7.166666507720947,0.48525601625442505,215.0
4,0.7781299352645874,7.058823585510254,0.481663316488266,840.0,0.8141499757766724,5.866666793823242,0.4285981357097626,176.0
5,0.7934495806694031,6.5714287757873535,0.4546416401863098,782.0,0.5807814002037048,13.233333587646484,0.7308685183525085,397.0
6,0.7950343489646912,6.521008491516113,0.4478745460510254,776.0,0.8057022094726562,6.133333206176758,0.4102485477924347,184.0
7,0.8137876391410828,5.924369812011719,0.4284154176712036,705.0,0.7222808599472046,8.766666412353516,0.5581730604171753,263.0
8,0.8306920528411865,5.386554718017578,0.4035385847091675,641.0,0.8268215656280518,5.4666666984558105,0.36572232842445374,164.0
9,0.839144229888916,5.117647171020508,0.39317360520362854,609.0,0.831045389175415,5.333333492279053,0.3877467215061188,160.0
10,0.8412572741508484,5.05042028427124,0.38603293895721436,601.0,0.8521647453308105,4.666666507720947,0.37340056896209717,140.0
11,0.8536714315414429,4.655462265014648,0.3656030595302582,554.0,0.8595564961433411,4.433333396911621,0.33202582597732544,133.0
0,0.530375063419342,3.7510547637939453,0.7168081402778625,1778.0,0.5607180595397949,13.866666793823242,0.7393121719360352,416.0
1,0.4970945715904236,4.0168776512146,0.7260749340057373,1904.0,0.4392819404602051,17.700000762939453,0.716112494468689,531.0
2,0.5092445611953735,3.9198312759399414,0.7501577138900757,1858.0,0.4392819404602051,17.700000762939453,0.7285459637641907,531.0
3,0.49867933988571167,4.0042195320129395,0.768846869468689,1898.0,0.5607180595397949,13.866666793823242,0.795120358467102,416.0
4,0.4949814975261688,4.033755302429199,0.7619316577911377,1912.0,0.4392819404602051,17.700000762939453,0.841336190700531,531.0
5,0.49815109372138977,4.008438587188721,0.7916190028190613,1900.0,0.5607180595397949,13.866666793823242,0.6863915324211121,416.0
0,0.614368736743927,24.33333396911621,0.6370246410369873,1460.0,0.6525871157646179,10.966666221618652,0.6463167071342468,329.0
1,0.7680929899215698,14.633333206176758,0.5075134634971619,878.0,0.8363252282142639,5.166666507720947,0.4098057150840759,155.0
2,0.8151082992553711,11.666666984558105,0.42258042097091675,700.0,0.8532207012176514,4.633333206176758,0.3458566665649414,139.0
3,0.8404648900032043,10.066666603088379,0.3600256145000458,604.0,0.7539598941802979,7.766666889190674,0.5639902353286743,233.0
4,0.8576334118843079,8.983333587646484,0.33526793122291565,539.0,0.8500527739524841,4.733333110809326,0.3500925600528717,142.0
5,0.8777073621749878,7.7166666984558105,0.3001432716846466,463.0,0.84477299451828,4.900000095367432,0.3810003697872162,147.0
6,0.9083465337753296,5.7833333015441895,0.2435522973537445,347.0,0.8648363351821899,4.266666889190674,0.3556002080440521,128.0
