epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.691211998462677,0.5901567935943604,1279.0,0.759729266166687,0.5160914659500122,142.0
1,0.7754707932472229,0.489657998085022,930.0,0.8307952880859375,0.4153587222099304,100.0
2,0.8078222870826721,0.4451269209384918,796.0,0.8409475684165955,0.3853714168071747,94.0
3,0.817720890045166,0.4092489778995514,755.0,0.8155668377876282,0.4284248948097229,109.0
4,0.8346209526062012,0.38233667612075806,685.0,0.8426395654678345,0.3897324204444885,93.0
5,0.8539353013038635,0.3539700210094452,605.0,0.8764805197715759,0.31928175687789917,73.0
6,0.8558667302131653,0.3357303738594055,597.0,0.8612521290779114,0.347243070602417,82.0
7,0.8626267313957214,0.3199625611305237,569.0,0.8849408030509949,0.3094032406806946,68.0
8,0.8701110482215881,0.30768075585365295,538.0,0.8477157354354858,0.3575790226459503,90.0
9,0.8756639361381531,0.3067171275615692,515.0,0.8900169134140015,0.3021138608455658,65.0
10,0.8848382234573364,0.28799742460250854,477.0,0.8544839024543762,0.3619256019592285,86.0
11,0.8848382234573364,0.28310325741767883,477.0,0.8917089700698853,0.26862674951553345,64.0
12,0.885562539100647,0.2710614502429962,474.0,0.8832487463951111,0.3131672143936157,69.0
13,0.8879768252372742,0.27269119024276733,464.0,0.8680202960968018,0.30507418513298035,78.0
14,0.8913568258285522,0.26585105061531067,450.0,0.8629441857337952,0.3086802363395691,81.0
15,0.8906325697898865,0.262949675321579,453.0,0.8832487463951111,0.26325997710227966,69.0
16,0.8990825414657593,0.2466609925031662,418.0,0.8984771370887756,0.26797038316726685,60.0
