loss,accuracy,0-1-loss,test_size,0-1-scaled-loss
0.2963015139102936,0.8665540814399719,158.0,1184,0.13344594594594594
0.23804087936878204,0.9028716087341309,115.0,1184,0.09712837837837837
0.29964113235473633,0.8706678152084351,153.0,1183,0.1293322062552832
0.2867323160171509,0.8934911489486694,126.0,1183,0.10650887573964497
0.26871567964553833,0.8808115124702454,141.0,1183,0.11918850380388842
