epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.6796233654022217,0.6085717082023621,1327.0,0.7157360315322876,0.5598635673522949,168.0
1,0.752293586730957,0.522274374961853,1026.0,0.7766497731208801,0.48204487562179565,132.0
2,0.7899565696716309,0.46392354369163513,870.0,0.7901861071586609,0.4673779010772705,124.0
3,0.7962337136268616,0.46334755420684814,844.0,0.8003383874893188,0.42874959111213684,118.0
4,0.8239980936050415,0.40293654799461365,729.0,0.7868020534515381,0.5484988689422607,126.0
5,0.8307580947875977,0.3951927721500397,701.0,0.8138747811317444,0.40873298048973083,110.0
6,0.8329309225082397,0.36858969926834106,692.0,0.8087986707687378,0.44511547684669495,113.0
7,0.8483824133872986,0.35781222581863403,628.0,0.8443316221237183,0.35623738169670105,92.0
8,0.8573153018951416,0.33662983775138855,591.0,0.8257191181182861,0.41647830605506897,103.0
9,0.8563495874404907,0.33497878909111023,595.0,0.8494077920913696,0.3415864109992981,89.0
10,0.8684210777282715,0.3168085813522339,545.0,0.8697123527526855,0.33523687720298767,77.0
11,0.8773539066314697,0.29422515630722046,508.0,0.85617595911026,0.3271532356739044,85.0
12,0.8727667927742004,0.296698659658432,527.0,0.8832487463951111,0.2812674045562744,69.0
13,0.8727667927742004,0.2992495000362396,527.0,0.8697123527526855,0.30880632996559143,77.0
14,0.8814582228660583,0.2845116853713989,491.0,0.8257191181182861,0.42727604508399963,103.0
15,0.8858039379119873,0.280485600233078,473.0,0.8747885227203369,0.29110223054885864,74.0
16,0.8923225402832031,0.2641546130180359,446.0,0.8781725764274597,0.30069467425346375,72.0
17,0.8853210806846619,0.2761371433734894,475.0,0.8781725764274597,0.30752798914909363,72.0
