epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.669000506401062,0.6217084527015686,1371.0,0.7631133794784546,0.5084474682807922,140.0
1,0.7848865389823914,0.4816671311855316,891.0,0.749576985836029,0.5261451601982117,148.0
2,0.8051666021347046,0.4445092976093292,807.0,0.8020304441452026,0.48799821734428406,117.0
3,0.8261709213256836,0.4057005047798157,720.0,0.8358713984489441,0.4234146177768707,97.0
4,0.8392081260681152,0.3740961253643036,666.0,0.8341793417930603,0.3764741122722626,98.0
5,0.8401738405227661,0.36876899003982544,662.0,0.8544839024543762,0.3874318599700928,86.0
6,0.8515210151672363,0.35248690843582153,615.0,0.846023678779602,0.3760751783847809,91.0
7,0.8638339042663574,0.32688450813293457,564.0,0.8392555117607117,0.371936559677124,95.0
8,0.8669725060462952,0.32494619488716125,551.0,0.8341793417930603,0.3930901885032654,98.0
9,0.8703525066375732,0.3044262230396271,537.0,0.8426395654678345,0.3488384485244751,93.0
10,0.8775953650474548,0.2942558228969574,507.0,0.8274111747741699,0.364450603723526,102.0
11,0.8814582228660583,0.2902570068836212,491.0,0.8223350048065186,0.3833986222743988,105.0
12,0.8845968246459961,0.2780885696411133,478.0,0.8730964660644531,0.32254427671432495,75.0
13,0.8894253969192505,0.26287972927093506,458.0,0.8189509510993958,0.3844151198863983,107.0
14,0.8920811414718628,0.2660430669784546,447.0,0.8730964660644531,0.30245280265808105,75.0
15,0.8985996842384338,0.2558201849460602,420.0,0.8037225008010864,0.43632712960243225,116.0
16,0.897633969783783,0.25385212898254395,424.0,0.8764805197715759,0.30558881163597107,73.0
17,0.9002897143363953,0.2410292625427246,413.0,0.8967850804328918,0.27630099654197693,61.0
18,0.9039111733436584,0.24226751923561096,398.0,0.8680202960968018,0.32838955521583557,78.0
19,0.897633969783783,0.2491774559020996,424.0,0.8527919054031372,0.3341316878795624,87.0
20,0.9058426022529602,0.23645272850990295,390.0,0.8781725764274597,0.2940917909145355,72.0
21,0.9063254594802856,0.2264767736196518,388.0,0.8832487463951111,0.29464617371559143,69.0
22,0.9019797444343567,0.23131485283374786,406.0,0.8798646330833435,0.27354496717453003,71.0
23,0.9002897143363953,0.2254311740398407,413.0,0.8781725764274597,0.30392155051231384,72.0
24,0.9121197462081909,0.22516654431819916,364.0,0.8917089700698853,0.2968572676181793,64.0
25,0.9113954901695251,0.22051656246185303,367.0,0.8900169134140015,0.2917204201221466,65.0
26,0.9138097763061523,0.21223722398281097,357.0,0.8849408030509949,0.3031855523586273,68.0
27,0.9126026034355164,0.21622122824192047,362.0,0.8764805197715759,0.32861003279685974,73.0
0,0.6974891424179077,0.5857753157615662,1253.0,0.7766497731208801,0.5235578417778015,132.0
1,0.7827136516571045,0.47839459776878357,900.0,0.8054145574569702,0.4737958014011383,115.0
2,0.817720890045166,0.4240325093269348,755.0,0.817258894443512,0.4331178665161133,108.0
3,0.8293095231056213,0.39196744561195374,707.0,0.7580372095108032,0.5504553914070129,143.0
4,0.8346209526062012,0.3801770806312561,685.0,0.8510998487472534,0.3898395895957947,88.0
5,0.8462095856666565,0.3599002957344055,637.0,0.8375634551048279,0.3875786066055298,96.0
6,0.8575567603111267,0.3335643410682678,590.0,0.8054145574569702,0.49640965461730957,115.0
7,0.8640753030776978,0.322754442691803,563.0,0.8443316221237183,0.37019485235214233,92.0
8,0.8693867921829224,0.31025952100753784,541.0,0.8730964660644531,0.3268878757953644,75.0
9,0.8739739060401917,0.2995143532752991,522.0,0.8697123527526855,0.31991246342658997,77.0
10,0.8759053349494934,0.29059821367263794,514.0,0.8578680157661438,0.32649821043014526,84.0
11,0.8816996812820435,0.2877364754676819,490.0,0.8781725764274597,0.2979911267757416,72.0
12,0.8853210806846619,0.2719954550266266,475.0,0.8494077920913696,0.4030151963233948,89.0
13,0.8870111107826233,0.27469033002853394,468.0,0.8714044094085693,0.3186982274055481,76.0
14,0.8937711119651794,0.2606672942638397,440.0,0.8595600724220276,0.36361679434776306,83.0
15,0.8872525095939636,0.2658229172229767,467.0,0.8832487463951111,0.3029043674468994,69.0
16,0.89449542760849,0.24821369349956512,437.0,0.8883248567581177,0.30811750888824463,66.0
17,0.9031868577003479,0.2412126213312149,401.0,0.8680202960968018,0.3667757213115692,78.0
18,0.9029454588890076,0.2401549369096756,402.0,0.8714044094085693,0.3361237049102783,76.0
19,0.9012554287910461,0.23411789536476135,409.0,0.8950930833816528,0.31600421667099,62.0
20,0.9041525721549988,0.23532383143901825,397.0,0.903553307056427,0.2877277135848999,57.0
21,0.8966682553291321,0.22878652811050415,428.0,0.8849408030509949,0.29092806577682495,68.0
22,0.9082568883895874,0.22562286257743835,380.0,0.8950930833816528,0.2697846293449402,62.0
23,0.9118783473968506,0.21172960102558136,365.0,0.8747885227203369,0.2978147268295288,74.0
24,0.9145340323448181,0.21857962012290955,354.0,0.8798646330833435,0.3089947998523712,71.0
25,0.9169483184814453,0.2122201919555664,344.0,0.9052453637123108,0.2605206370353699,56.0
26,0.9138097763061523,0.21323613822460175,357.0,0.9018612504005432,0.26692941784858704,58.0
27,0.9171897768974304,0.20407989621162415,343.0,0.8747885227203369,0.333906888961792,74.0
28,0.9145340323448181,0.20490418374538422,354.0,0.8849408030509949,0.305140882730484,68.0
29,0.9152583479881287,0.20929192006587982,351.0,0.8984771370887756,0.2722420394420624,60.0
30,0.9186383485794067,0.20501373708248138,337.0,0.9052453637123108,0.25077351927757263,56.0
31,0.9266055226325989,0.18592731654644012,304.0,0.8595600724220276,0.31450924277305603,83.0
32,0.9215354919433594,0.19120684266090393,325.0,0.8409475684165955,0.3994750678539276,94.0
33,0.9212940335273743,0.19044320285320282,326.0,0.893401026725769,0.25802454352378845,63.0
34,0.924432635307312,0.18704108893871307,313.0,0.8967850804328918,0.2685350477695465,61.0
35,0.9251569509506226,0.18151918053627014,310.0,0.9153976440429688,0.25178980827331543,50.0
36,0.9239497780799866,0.17207121849060059,315.0,0.893401026725769,0.2760579288005829,63.0
37,0.9282954931259155,0.17690035700798035,297.0,0.9069374203681946,0.23088568449020386,55.0
38,0.9275712370872498,0.17918960750102997,300.0,0.9001691937446594,0.27350592613220215,59.0
39,0.9307097792625427,0.17471648752689362,287.0,0.8917089700698853,0.2857024073600769,64.0
40,0.9391598105430603,0.16210107505321503,252.0,0.893401026725769,0.3081400394439697,63.0
41,0.9323998093605042,0.1665794402360916,280.0,0.8950930833816528,0.2809727191925049,62.0
42,0.9379526972770691,0.1664096564054489,257.0,0.8798646330833435,0.30598869919776917,71.0
43,0.9263640642166138,0.1774074286222458,305.0,0.8883248567581177,0.34248778223991394,66.0
44,0.934572696685791,0.16535869240760803,271.0,0.8917089700698853,0.32786092162132263,64.0
45,0.9391598105430603,0.15842947363853455,252.0,0.8950930833816528,0.30610349774360657,62.0
46,0.93891841173172,0.15970581769943237,253.0,0.8917089700698853,0.2862861454486847,64.0
47,0.9398841261863708,0.1490594893693924,249.0,0.8832487463951111,0.29223743081092834,69.0
