epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.684528112411499,0.6003721356391907,1307.0,0.71235191822052,0.555509626865387,170.0
1,0.7670769691467285,0.5088784694671631,965.0,0.7817258834838867,0.4680633544921875,129.0
2,0.812696099281311,0.4434776306152344,776.0,0.7445008754730225,0.49238309264183044,151.0
3,0.8134202361106873,0.43382129073143005,773.0,0.8223350048065186,0.4054396152496338,105.0
4,0.8213854432106018,0.4057035744190216,740.0,0.7732656598091125,0.519797146320343,134.0
5,0.840936541557312,0.3743468225002289,659.0,0.8477157354354858,0.3690989315509796,90.0
6,0.8416606187820435,0.37239786982536316,656.0,0.8680202960968018,0.31789952516555786,78.0
7,0.8674873113632202,0.33094847202301025,549.0,0.8578680157661438,0.3432377874851227,84.0
8,0.8660390973091125,0.33212050795555115,555.0,0.8646361827850342,0.3299253582954407,80.0
9,0.8670045733451843,0.3102321922779083,551.0,0.8443316221237183,0.3600892424583435,92.0
10,0.8711078763008118,0.3109097182750702,534.0,0.8595600724220276,0.3329460918903351,83.0
11,0.8727974891662598,0.30132198333740234,527.0,0.8646361827850342,0.3311402201652527,80.0
