epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.6639304757118225,0.6131716370582581,1392.0,0.8087986707687378,0.4727841019630432,113.0
1,0.7737807631492615,0.4924211800098419,937.0,0.7766497731208801,0.49768784642219543,132.0
2,0.8083051443099976,0.4355435371398926,794.0,0.8274111747741699,0.40666458010673523,102.0
3,0.8268952369689941,0.4012433886528015,717.0,0.8375634551048279,0.3904440104961395,96.0
4,0.8336552381515503,0.3794037699699402,689.0,0.8189509510993958,0.4099883735179901,107.0
5,0.8510381579399109,0.3505747616291046,617.0,0.8477157354354858,0.3551231324672699,90.0
6,0.8534524440765381,0.34279966354370117,607.0,0.8714044094085693,0.30923932790756226,76.0
7,0.8739739060401917,0.30565300583839417,522.0,0.8832487463951111,0.29704684019088745,69.0
8,0.8809753656387329,0.2832823097705841,493.0,0.9052453637123108,0.23664793372154236,56.0
9,0.8882182240486145,0.27452772855758667,463.0,0.8832487463951111,0.29359549283981323,69.0
