epoch,accuracy,loss,val_accuracy,val_loss
0,0.7432646751403809,0.541485071182251,0.8426610231399536,0.36544033885002136
1,0.8697834014892578,0.32348814606666565,0.8363252282142639,0.37359246611595154
2,0.9173269867897034,0.21954044699668884,0.8489968180656433,0.3724032938480377
3,0.9593238234519958,0.10950188338756561,0.8574445843696594,0.3936079740524292
4,0.9746434092521667,0.06908980011940002,0.8458289504051208,0.5161154270172119
5,0.9770206212997437,0.060774099081754684,0.8542766571044922,0.44973212480545044
6,0.9849445223808289,0.04738403111696243,0.8648363351821899,0.47715938091278076
7,0.9923402070999146,0.022480931133031845,0.8595564961433411,0.6187779903411865
8,0.999207615852356,0.0047357650473713875,0.8637803792953491,0.6566332578659058
9,0.9978869557380676,0.0060410224832594395,0.8785638809204102,0.6562931537628174
