loss,accuracy,0-1-loss,test_size,0-1-scaled-loss
0.16003379225730896,0.9459459185600281,32.0,1184,0.027027027
0.22217902541160583,0.9138513803482056,51.0,1184,0.043074324
0.1377178430557251,0.9527027010917664,28.0,1183,0.023668639
0.10873506963253021,0.9645270109176636,21.0,1183,0.017751479
0.16878627240657806,0.9358108043670654,38.0,1183,0.032121724
