epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.7149408459663391,0.5622973442077637,1181.0,0.7580372095108032,0.5445178151130676,143.0
1,0.7820420265197754,0.47788041830062866,903.0,0.7512690424919128,0.5079942345619202,147.0
2,0.8020758032798767,0.4408242404460907,820.0,0.7411167621612549,0.5787537097930908,153.0
3,0.8211441040039062,0.4188130497932434,741.0,0.8104906678199768,0.4152373969554901,112.0
4,0.831523060798645,0.39368680119514465,698.0,0.8426395654678345,0.34847331047058105,93.0
5,0.8455225825309753,0.37320399284362793,640.0,0.85617595911026,0.35994428396224976,85.0
6,0.8532464504241943,0.3469490110874176,608.0,0.8781725764274597,0.3021587133407593,72.0
7,0.8590393662452698,0.33315369486808777,584.0,0.8714044094085693,0.3160666525363922,76.0
8,0.8595221042633057,0.3294578492641449,582.0,0.8680202960968018,0.29566365480422974,78.0
9,0.8686941862106323,0.309471070766449,544.0,0.866328239440918,0.33757466077804565,79.0
10,0.8706251382827759,0.3015292286872864,536.0,0.8815566897392273,0.2783891558647156,70.0
11,0.8749698400497437,0.29917073249816895,518.0,0.8849408030509949,0.27015915513038635,68.0
12,0.8851073980331421,0.2829645574092865,476.0,0.9018612504005432,0.25959646701812744,58.0
13,0.8863142728805542,0.27401259541511536,471.0,0.8798646330833435,0.2801376283168793,71.0
14,0.8887279629707336,0.2699427306652069,461.0,0.8730964660644531,0.32105135917663574,75.0
15,0.8899348378181458,0.26893094182014465,456.0,0.8866328001022339,0.2717091143131256,67.0
16,0.8928312659263611,0.2601547837257385,444.0,0.9018612504005432,0.22950787842273712,58.0
17,0.8991069197654724,0.2463843673467636,418.0,0.8578680157661438,0.3327934443950653,84.0
18,0.898382842540741,0.2554090917110443,421.0,0.8967850804328918,0.2470175325870514,61.0
19,0.9012792706489563,0.23440703749656677,409.0,0.8764805197715759,0.28800737857818604,73.0
20,0.9029688835144043,0.23559381067752838,402.0,0.9001691937446594,0.26165327429771423,59.0
21,0.9032102227210999,0.23012296855449677,401.0,0.9069374203681946,0.23533281683921814,55.0
