epoch,accuracy,loss,val_accuracy,val_loss
0,0.5607501268386841,0.684283971786499,0.6842660903930664,0.6577998399734497
0,0.5641838312149048,0.6858969926834106,0.5828933715820312,0.6748630404472351
1,0.626518726348877,0.6706546545028687,0.7117212414741516,0.6475101709365845
2,0.6806656122207642,0.646491289138794,0.724392831325531,0.6111776828765869
3,0.6875330209732056,0.6145612597465515,0.695881724357605,0.5873216390609741
4,0.6978341341018677,0.5943262577056885,0.7423442602157593,0.5462391376495361
5,0.6965134739875793,0.586574137210846,0.7581837177276611,0.5340365171432495
6,0.7136819958686829,0.5715397596359253,0.6114044189453125,0.6500045657157898
7,0.7189645767211914,0.557666003704071,0.748680055141449,0.5139728784561157
8,0.7184363603591919,0.5518080592155457,0.7338964939117432,0.5336095690727234
9,0.7231907248497009,0.5442612767219543,0.7602956891059875,0.5080426335334778
10,0.729529857635498,0.5375573635101318,0.7423442602157593,0.5116890668869019
11,0.7319070100784302,0.534164309501648,0.656810998916626,0.6010636687278748
12,0.7482831478118896,0.5213485956192017,0.6536430716514587,0.6049412488937378
13,0.7488114237785339,0.5195902585983276,0.7719113230705261,0.50232994556427
14,0.7509244680404663,0.5157066583633423,0.7655755281448364,0.4936256408691406
0,0.6043317317962646,0.6676896214485168,0.6863780617713928,0.5986292958259583
1,0.7083993554115295,0.5751939415931702,0.7645195126533508,0.5088304877281189
2,0.729529857635498,0.5435683131217957,0.7571277618408203,0.4956665635108948
3,0.753565788269043,0.5217806100845337,0.7697993516921997,0.4802781641483307
4,0.7728473544120789,0.49615851044654846,0.7866948246955872,0.4631900191307068
5,0.7884310483932495,0.4744477868080139,0.791974663734436,0.45256540179252625
6,0.7979397773742676,0.45098501443862915,0.7972545027732849,0.43879640102386475
7,0.8058637380599976,0.43483084440231323,0.7940865755081177,0.4739546775817871
8,0.8195984959602356,0.4153023958206177,0.7782471179962158,0.4853598475456238
9,0.821711540222168,0.3966187536716461,0.8331573605537415,0.3883094787597656
10,0.8420496582984924,0.3663862645626068,0.8426610231399536,0.35380688309669495
11,0.8409931063652039,0.3551062345504761,0.8479408621788025,0.3445676267147064
12,0.8526148796081543,0.3412107229232788,0.7856388688087463,0.499702513217926
13,0.8555203676223755,0.33418697118759155,0.855332612991333,0.3512730300426483
14,0.8578975200653076,0.3242489695549011,0.8711721301078796,0.31727105379104614
0,0.48151081800460815,0.6939204335212708,0.5047518610954285,0.6923223733901978
1,0.5316957235336304,0.6925557851791382,0.5353748798370361,0.691062867641449
2,0.5348653197288513,0.6910297870635986,0.5417106747627258,0.689777672290802
3,0.538299024105072,0.690533459186554,0.5438225865364075,0.6884825229644775
4,0.5372424721717834,0.6893249154090881,0.5469905138015747,0.687117874622345
5,0.5538827180862427,0.6880452036857605,0.5575501322746277,0.6850435733795166
0,0.5633914470672607,0.6850124597549438,0.7074973583221436,0.673195481300354
1,0.6537242531776428,0.6507511138916016,0.6156283020973206,0.6372290253639221
2,0.6978341341018677,0.5910370349884033,0.7444561719894409,0.5353230834007263
3,0.7073428630828857,0.5635852217674255,0.7064414024353027,0.5478277802467346
4,0.723983108997345,0.5477757453918457,0.7064414024353027,0.5610933899879456
5,0.7255678772926331,0.5405095219612122,0.7613516449928284,0.5025132894515991
6,0.7427363991737366,0.5219596028327942,0.7233368754386902,0.5573039650917053
7,0.7575277090072632,0.5082887411117554,0.7370644211769104,0.5344038605690002
8,0.7651875615119934,0.4922643303871155,0.7961985468864441,0.44572511315345764
9,0.7741680145263672,0.48135775327682495,0.7729672789573669,0.4828920364379883
10,0.7910723686218262,0.4684647023677826,0.791974663734436,0.45413902401924133
11,0.7852615118026733,0.4590056836605072,0.8057022094726562,0.4367593228816986
12,0.800845205783844,0.44493311643600464,0.812038004398346,0.42371925711631775
13,0.8037506341934204,0.44338372349739075,0.7814149856567383,0.49200060963630676
14,0.8037506341934204,0.4306938648223877,0.8046462535858154,0.39786964654922485
0,0.6389328837394714,0.637822687625885,0.7222808599472046,0.5386386513710022
1,0.7564712166786194,0.5258128643035889,0.7793030738830566,0.4817398488521576
2,0.7889593243598938,0.4751337468624115,0.7814149856567383,0.46314170956611633
3,0.8129952549934387,0.4287363588809967,0.787750780582428,0.4534260630607605
4,0.8320126533508301,0.39777672290802,0.8247095942497253,0.4043145775794983
5,0.8388800621032715,0.37667614221572876,0.8437169790267944,0.3704621195793152
6,0.8462757468223572,0.36525195837020874,0.7803590297698975,0.4741852879524231
7,0.8502377271652222,0.3555431663990021,0.8532207012176514,0.34796974062919617
8,0.8549920916557312,0.3354288637638092,0.8658922910690308,0.33605894446372986
9,0.864764928817749,0.31881049275398254,0.8637803792953491,0.3064272105693817
10,0.8771790862083435,0.2961267828941345,0.8806757926940918,0.26300448179244995
11,0.8832541108131409,0.2853715121746063,0.8743399977684021,0.3020694851875305
12,0.885631263256073,0.2744826674461365,0.8944033980369568,0.2582884132862091
13,0.8919703960418701,0.26017871499061584,0.8764519691467285,0.2751484811306
14,0.8969889283180237,0.25306275486946106,0.9070749878883362,0.20215539634227753
0,0.5607501268386841,0.687221109867096,0.6367475986480713,0.6760618090629578
1,0.6450079083442688,0.6681377291679382,0.7180570363998413,0.6417550444602966
2,0.6796090602874756,0.629535973072052,0.7434002161026001,0.5683744549751282
3,0.7036449909210205,0.5866893529891968,0.7518479228019714,0.5304062962532043
4,0.7205494046211243,0.5614405274391174,0.7539598941802979,0.517436146736145
5,0.724775493144989,0.5418882966041565,0.6747624278068542,0.5858066082000732
6,0.7422081232070923,0.5313296318054199,0.7476240992546082,0.5073980093002319
7,0.7411516308784485,0.5191037058830261,0.7761351466178894,0.48526063561439514
8,0.7580559849739075,0.508074164390564,0.7856388688087463,0.4606809616088867
