epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.6712527275085449,0.603821337223053,1362.0,0.7394247055053711,0.5556519031524658,154.0
1,0.7861453294754028,0.47987356781959534,886.0,0.8003383874893188,0.4667559564113617,118.0
2,0.8018344044685364,0.44587308168411255,821.0,0.8291032314300537,0.3920152187347412,101.0
3,0.8440743684768677,0.3834133744239807,646.0,0.8358713984489441,0.38580647110939026,97.0
4,0.8462466597557068,0.362449586391449,637.0,0.8477157354354858,0.37928351759910583,90.0
5,0.8510740995407104,0.348778635263443,617.0,0.8747885227203369,0.31425318121910095,74.0
6,0.8749698400497437,0.2974669933319092,518.0,0.7986463904380798,0.48981937766075134,119.0
7,0.8783490061759949,0.30112412571907043,504.0,0.8832487463951111,0.27046215534210205,69.0
8,0.8800386190414429,0.2808084785938263,497.0,0.8950930833816528,0.2569409906864166,62.0
9,0.8800386190414429,0.28832343220710754,497.0,0.9052453637123108,0.2525443434715271,56.0
10,0.8964518308639526,0.25759485363960266,429.0,0.9018612504005432,0.23094049096107483,58.0
11,0.9063480496406555,0.23988434672355652,388.0,0.8984771370887756,0.276149183511734,60.0
12,0.8921071887016296,0.24555285274982452,447.0,0.8950930833816528,0.2843531668186188,62.0
13,0.9099686145782471,0.2150956094264984,373.0,0.903553307056427,0.24763430655002594,57.0
14,0.9094858765602112,0.21777737140655518,375.0,0.903553307056427,0.2303634136915207,57.0
15,0.9053825736045837,0.22974587976932526,392.0,0.9153976440429688,0.21993178129196167,50.0
16,0.9118995666503906,0.21400482952594757,365.0,0.9120135307312012,0.20516185462474823,52.0
17,0.9111754894256592,0.20602947473526,368.0,0.9103214740753174,0.20083224773406982,53.0
18,0.9227612614631653,0.2008550465106964,320.0,0.8967850804328918,0.24174180626869202,61.0
19,0.9169684052467346,0.1972816437482834,344.0,0.9069374203681946,0.21121743321418762,55.0
20,0.9249336123466492,0.18082036077976227,311.0,0.913705587387085,0.20237252116203308,51.0
21,0.9230026602745056,0.18648526072502136,319.0,0.913705587387085,0.21186994016170502,51.0
22,0.9239681363105774,0.1852109730243683,315.0,0.9170897006988525,0.19015149772167206,49.0
23,0.9261404871940613,0.17147280275821686,306.0,0.9289340376853943,0.19970664381980896,42.0
24,0.925899088382721,0.1733597218990326,307.0,0.9323180913925171,0.1685081571340561,40.0
25,0.9353125691413879,0.16503581404685974,268.0,0.9238578677177429,0.18084967136383057,45.0
26,0.9338643550872803,0.1643887609243393,274.0,0.9120135307312012,0.19136399030685425,52.0
27,0.9336229562759399,0.15772683918476105,275.0,0.9272419810295105,0.19239774346351624,43.0
28,0.9353125691413879,0.15961450338363647,268.0,0.9187816977500916,0.18564434349536896,48.0
29,0.9360367059707642,0.1553177833557129,265.0,0.9170897006988525,0.18631525337696075,49.0
