epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.6277202367782593,0.6365034580230713,1762.0,0.75,0.5090717673301697,148.0
1,0.7819564938545227,0.48176631331443787,1032.0,0.7804054021835327,0.5051523447036743,130.0
2,0.8155503869056702,0.43654265999794006,873.0,0.8513513803482056,0.3748251795768738,88.0
3,0.8339319825172424,0.38486382365226746,786.0,0.8429054021835327,0.37894338369369507,93.0
4,0.8561166524887085,0.3414173722267151,681.0,0.8277027010917664,0.34548163414001465,102.0
5,0.8711177110671997,0.31180498003959656,610.0,0.875,0.2722891867160797,74.0
6,0.8812592625617981,0.28665727376937866,562.0,0.8530405163764954,0.3201843500137329,87.0
7,0.8772448897361755,0.2876449525356293,581.0,0.8969594836235046,0.2557583749294281,61.0
8,0.8880202770233154,0.26877009868621826,530.0,0.8766891956329346,0.26812782883644104,73.0
9,0.890766978263855,0.2572169899940491,517.0,0.9189189076423645,0.19019715487957,48.0
10,0.8973166942596436,0.24287381768226624,486.0,0.8969594836235046,0.2251163274049759,61.0
11,0.9030213356018066,0.24342681467533112,459.0,0.912162184715271,0.2098274827003479,52.0
12,0.9009085297584534,0.23180770874023438,469.0,0.9138513803482056,0.20953936874866486,51.0
13,0.9006972312927246,0.23042523860931396,470.0,0.9054054021835327,0.2331269234418869,56.0
14,0.90957111120224,0.21602629125118256,428.0,0.9070945978164673,0.25075140595436096,55.0
