epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.7050446271896362,0.5691866278648376,1222.0,0.8054145574569702,0.43762868642807007,115.0
1,0.7941105365753174,0.46144965291023254,853.0,0.8223350048065186,0.3858805298805237,105.0
2,0.812696099281311,0.42309579253196716,776.0,0.8257191181182861,0.4032440185546875,103.0
3,0.8339367508888245,0.39008334279060364,688.0,0.8612521290779114,0.3276256024837494,82.0
4,0.8423847556114197,0.36648109555244446,653.0,0.8443316221237183,0.33697643876075745,92.0
5,0.843591570854187,0.3612937033176422,648.0,0.8595600724220276,0.33854320645332336,83.0
6,0.8525223135948181,0.3429119288921356,611.0,0.8578680157661438,0.31234192848205566,84.0
7,0.8638667464256287,0.32131850719451904,564.0,0.8781725764274597,0.295845091342926,72.0
8,0.8689355254173279,0.3090238571166992,543.0,0.893401026725769,0.2725158631801605,63.0
9,0.8797972202301025,0.30002734065055847,498.0,0.866328239440918,0.30433058738708496,79.0
10,0.8776249289512634,0.29414358735084534,507.0,0.846023678779602,0.38346216082572937,91.0
11,0.8797972202301025,0.2831178903579712,498.0,0.8680202960968018,0.2908783257007599,78.0
12,0.8826937079429626,0.281622976064682,486.0,0.8849408030509949,0.27551278471946716,68.0
13,0.8887279629707336,0.27095481753349304,461.0,0.8849408030509949,0.29206642508506775,68.0
