epoch,accuracy,loss,val_accuracy,val_loss
0,0.6164817810058594,0.6760200262069702,0.7222808599472046,0.5490725636482239
1,0.7356048822402954,0.5404636263847351,0.7106652855873108,0.5569166541099548
2,0.7525092363357544,0.5142505168914795,0.7275606989860535,0.5335710644721985
3,0.7636027336120605,0.4911596477031708,0.7782471179962158,0.4733867943286896
4,0.7770734429359436,0.47663459181785583,0.76346355676651,0.4904060363769531
5,0.7918647527694702,0.45055076479911804,0.7719113230705261,0.48540040850639343
6,0.7929213047027588,0.44020408391952515,0.7074973583221436,0.624866247177124
7,0.8061278462409973,0.4362015426158905,0.7159450650215149,0.6047167181968689
0,0.538299024105072,0.7823904156684875,0.5448785424232483,0.8728638291358948
1,0.5322239995002747,0.6871768236160278,0.5448785424232483,0.6832572221755981
2,0.5681458115577698,0.6690487861633301,0.6747624278068542,0.6281816363334656
3,0.665610134601593,0.6273338794708252,0.6979936361312866,0.5855635404586792
4,0.550449013710022,0.6704341769218445,0.45723336935043335,0.6963490843772888
5,0.6325937509536743,0.6368789672851562,0.6599788665771484,0.6296036243438721
6,0.7068145871162415,0.5663110613822937,0.7676874399185181,0.5018317103385925
7,0.7229265570640564,0.552752673625946,0.7581837177276611,0.5230253338813782
8,0.7580559849739075,0.5058311820030212,0.7571277618408203,0.5090543031692505
9,0.7622820734977722,0.4984506666660309,0.7761351466178894,0.47799447178840637
10,0.7731114625930786,0.4854781925678253,0.7476240992546082,0.5159136056900024
11,0.7802429795265198,0.46792566776275635,0.787750780582428,0.4677225351333618
12,0.7849973440170288,0.45716288685798645,0.6114044189453125,0.6168625354766846
13,0.7828842997550964,0.4693203270435333,0.748680055141449,0.5159775614738464
14,0.7937136888504028,0.4505440890789032,0.7793030738830566,0.48302897810935974
15,0.8079767823219299,0.4276692271232605,0.7360084652900696,0.5215499997138977
16,0.8145800232887268,0.42133814096450806,0.7170010805130005,0.6278674602508545
17,0.8069202303886414,0.4192671775817871,0.7845829129219055,0.4788579046726227
18,0.8317485451698303,0.38733580708503723,0.7824709415435791,0.5254195332527161
19,0.8108822107315063,0.4232703745365143,0.7317845821380615,0.5551716685295105
