epoch,accuracy,loss,val_accuracy,val_loss
0,0.7221149206161499,0.5756649971008301,0.7800338268280029,0.5228481888771057
1,0.8469338417053223,0.354908287525177,0.7817258834838867,0.5754819512367249
2,0.8990825414657593,0.2647983133792877,0.7800338268280029,0.4927746057510376
3,0.9362626671791077,0.20637473464012146,0.7783417701721191,0.5152886509895325
4,0.9560598731040955,0.16423258185386658,0.7935702204704285,0.5158888101577759
5,0.9690970778465271,0.13706205785274506,0.8054145574569702,0.4943172037601471
6,0.9768227934837341,0.1169135645031929,0.7901861071586609,0.5173499584197998
7,0.9828585386276245,0.09948428720235825,0.7918781638145447,0.5239527225494385
8,0.9908257126808167,0.08470050990581512,0.7884940505027771,0.5259175896644592
9,0.992274284362793,0.07432874292135239,0.7834179401397705,0.5414867997169495
10,0.9951714277267456,0.06548180431127548,0.7935702204704285,0.5421814322471619
11,0.9951714277267456,0.059039220213890076,0.7800338268280029,0.5470225214958191
12,0.9978271126747131,0.053348712623119354,0.7935702204704285,0.5276824831962585
13,0.9975857138633728,0.04812076687812805,0.7935702204704285,0.5433732271194458
14,0.9973442554473877,0.04373469576239586,0.7834179401397705,0.5559402108192444
