epoch,accuracy,loss,val_accuracy,val_loss
0,0.5792393088340759,0.6795222163200378,0.6969376802444458,0.6487452983856201
1,0.6801373362541199,0.6047960519790649,0.6367475986480713,0.6048972606658936
2,0.7297939658164978,0.5351362228393555,0.7666314840316772,0.5049521327018738
3,0.7649233937263489,0.49187856912612915,0.7676874399185181,0.4648466408252716
4,0.7947701811790466,0.4483698308467865,0.7560718059539795,0.47565212845802307
5,0.8180137276649475,0.4196649491786957,0.6874340176582336,0.7121251821517944
6,0.8280507326126099,0.39833372831344604,0.7983104586601257,0.46008309721946716
7,0.8409931063652039,0.36858072876930237,0.8331573605537415,0.3727094531059265
8,0.8468040227890015,0.36080455780029297,0.8278775215148926,0.40886181592941284
9,0.8581616282463074,0.3385732173919678,0.7697993516921997,0.4852668344974518
10,0.8634442687034607,0.32210320234298706,0.8173178434371948,0.4084782600402832
11,0.8769149780273438,0.31532543897628784,0.8468849062919617,0.3482818901538849
12,0.8792921304702759,0.30191200971603394,0.8542766571044922,0.3423663377761841
13,0.8866878151893616,0.28087306022644043,0.7845829129219055,0.5035613179206848
14,0.8969889283180237,0.2672007083892822,0.84477299451828,0.35111644864082336
15,0.8980454206466675,0.2571772634983063,0.7983104586601257,0.4144149124622345
16,0.9078182578086853,0.24021779000759125,0.8278775215148926,0.37790921330451965
17,0.9162704944610596,0.2251254916191101,0.8627243638038635,0.32978108525276184
18,0.91996830701828,0.20654785633087158,0.8373811841011047,0.3937530815601349
19,0.9257791638374329,0.19503319263458252,0.8637803792953491,0.3304658532142639
20,0.9278922080993652,0.19313150644302368,0.7666314840316772,0.5174442529678345
21,0.9384574890136719,0.16673323512077332,0.8563885688781738,0.3423609137535095
22,0.945589005947113,0.15478792786598206,0.7824709415435791,0.5369713306427002
