epoch,accuracy,iter_0_1_loss,loss,total_0-1_loss,val_accuracy,val_iter_0_1_loss,val_loss,val_total_0-1_loss
0,0.6006761193275452,6.385135173797607,0.6572023034095764,1890.0,NA,NA,NA,NA
1,0.7014578580856323,4.773648738861084,0.5714648365974426,1413.0,NA,NA,NA,NA
2,0.7595605254173279,3.8445944786071777,0.5073308944702148,1138.0,NA,NA,NA,NA
0,0.6374392509460449,2.898648738861084,0.6304212808609009,1716.0,NA,NA,NA,NA
1,0.7580815553665161,1.9341216087341309,0.5115206241607666,1145.0,NA,NA,NA,NA
2,0.7908303141593933,1.6722972393035889,0.4564572870731354,990.0,NA,NA,NA,NA
3,0.8278048038482666,1.3766891956329346,0.41077032685279846,815.0,NA,NA,NA,NA
4,0.8364673852920532,1.3074324131011963,0.38587287068367004,774.0,NA,NA,NA,NA
5,0.8514683842658997,1.1875,0.3600505590438843,703.0,NA,NA,NA,NA
6,0.8637228012084961,1.0895270109176636,0.33409205079078674,645.0,NA,NA,NA,NA
7,0.8785125613212585,0.9712837934494019,0.3148449957370758,575.0,NA,NA,NA,NA
8,0.8840059041976929,0.9273648858070374,0.28994449973106384,549.0,NA,NA,NA,NA
9,0.8911895155906677,0.8699324131011963,0.2701476514339447,515.0,NA,NA,NA,NA
0,0.908514678478241,0.7314189076423645,0.24309635162353516,433.0,NA,NA,NA,NA
1,0.9169659614562988,0.6638513803482056,0.22492331266403198,393.0,NA,NA,NA,NA
2,0.9264736771583557,0.587837815284729,0.20328684151172638,348.0,NA,NA,NA,NA
3,0.9357701539993286,0.5135135054588318,0.18363171815872192,304.0,NA,NA,NA,NA
4,0.9454891085624695,0.43581080436706543,0.16508829593658447,258.0,NA,NA,NA,NA
5,0.9539403915405273,0.3682432472705841,0.14251959323883057,218.0,NA,NA,NA,NA
6,0.9575322270393372,0.33952704071998596,0.13045315444469452,201.0,NA,NA,NA,NA
7,0.9674624800682068,0.26013514399528503,0.11702687293291092,154.0,NA,NA,NA,NA
8,0.9714768528938293,0.22804054617881775,0.10013522207736969,135.0,NA,NA,NA,NA
9,0.9752799272537231,0.19763512909412384,0.09183810651302338,117.0,NA,NA,NA,NA
