epoch,accuracy,iter_0_1_loss,loss,total_0-1_loss,val_accuracy,val_iter_0_1_loss,val_loss,val_total_0-1_loss
0,0.5758056044578552,3.388185739517212,0.6731382012367249,1606.0,0.5902851223945618,12.933333396911621,0.6593080759048462,388.0
1,0.6328579187393188,2.9324893951416016,0.6500393152236938,1390.0,0.6832101345062256,10.0,0.6490808129310608,300.0
2,0.6661384105682373,2.6666667461395264,0.63414067029953,1264.0,0.6346356868743896,11.533333778381348,0.6323563456535339,346.0
3,0.6788166761398315,2.5654008388519287,0.6227327585220337,1216.0,0.6705385446548462,10.399999618530273,0.6193222403526306,312.0
4,0.6859482526779175,2.5084388256073,0.6123812794685364,1189.0,0.6842660903930664,9.966666221618652,0.6109157204627991,299.0
5,0.6965134739875793,2.4240505695343018,0.6009036302566528,1149.0,0.6779302954673767,10.166666984558105,0.6024718880653381,305.0
0,0.686476469039917,9.9747896194458,0.5799601674079895,1187.0,0.7803590297698975,6.933333396911621,0.49112653732299805,208.0
1,0.8169572353363037,5.823529243469238,0.4174010753631592,693.0,0.8014783263206482,6.266666889190674,0.44697386026382446,188.0
2,0.8502377271652222,4.764705657958984,0.3619866371154785,567.0,0.8236536383628845,5.566666603088379,0.4359869360923767,167.0
3,0.8975171446800232,3.2605042457580566,0.26607662439346313,388.0,0.8025343418121338,6.233333110809326,0.5622899532318115,187.0
4,0.9355520606040955,2.0504202842712402,0.18699029088020325,244.0,0.8183737993240356,5.733333110809326,0.590882420539856,172.0
5,0.948758602142334,1.6302521228790283,0.1476631611585617,194.0,0.8204857707023621,5.666666507720947,0.5824373364448547,170.0
6,0.9627575278282166,1.1848739385604858,0.11175991594791412,141.0,0.8278775215148926,5.433333396911621,1.116604208946228,163.0
7,0.9738510251045227,0.831932783126831,0.1149873435497284,99.0,0.7180570363998413,8.899999618530273,3.7312841415405273,267.0
8,0.91996830701828,2.5462183952331543,0.6321227550506592,303.0,0.7951425313949585,6.4666666984558105,2.4084112644195557,194.0
0,0.711304783821106,2.3059072494506836,0.5638152956962585,1093.0,0.7729672789573669,7.166666507720947,0.48670583963394165,215.0
1,0.7768092751502991,1.7827004194259644,0.47899770736694336,845.0,0.8099260926246643,6.0,0.46465644240379333,180.0
2,0.8277865648269653,1.3755273818969727,0.42315271496772766,652.0,0.8247095942497253,5.5333333015441895,0.40106266736984253,166.0
3,0.8528790473937988,1.1751054525375366,0.3785038888454437,557.0,0.8299894332885742,5.366666793823242,0.48285627365112305,161.0
4,0.8911780118942261,0.8691983222961426,0.30282801389694214,412.0,0.7476240992546082,7.9666666984558105,0.6836243867874146,239.0
5,0.9051769971847534,0.7573839426040649,0.27393972873687744,359.0,0.7940865755081177,6.5,0.5432502627372742,195.0
6,0.9313259124755859,0.5485231876373291,0.23950831592082977,260.0,0.8057022094726562,6.133333206176758,0.8246182799339294,184.0
7,0.9138932824134827,0.6877636909484863,0.3403514623641968,326.0,0.7676874399185181,7.333333492279053,1.4217087030410767,220.0
8,0.8977813124656677,0.8164557218551636,0.3672614097595215,387.0,0.7328405380249023,8.433333396911621,1.2388594150543213,253.0
9,0.8502377271652222,1.1962025165557861,0.497628390789032,567.0,0.7254487872123718,8.666666984558105,1.3744285106658936,260.0
10,0.8066561222076416,1.5443037748336792,0.6527827382087708,732.0,0.6927138566970825,9.699999809265137,1.1759082078933716,291.0
0,0.6172741651535034,3.056962013244629,0.650931179523468,1449.0,0.7053854465484619,9.300000190734863,0.6011363863945007,279.0
1,0.7004754543304443,2.3924050331115723,0.5832873582839966,1134.0,0.7117212414741516,9.100000381469727,0.563934326171875,273.0
2,0.7313787341117859,2.1455695629119873,0.5456059575080872,1017.0,0.7127771973609924,9.066666603088379,0.5425565242767334,272.0
3,0.7562071084976196,1.947257399559021,0.5188520550727844,923.0,0.739176332950592,8.233333587646484,0.5122054219245911,247.0
4,0.7770734429359436,1.7805907726287842,0.4919067621231079,844.0,0.6990496516227722,9.5,0.5855470299720764,285.0
5,0.7897517085075378,1.6793248653411865,0.47313886880874634,796.0,0.7761351466178894,7.066666603088379,0.4741838574409485,212.0
6,0.8000528216362,1.5970463752746582,0.4519791305065155,757.0,0.7961985468864441,6.433333396911621,0.46077248454093933,193.0
7,0.814315915107727,1.4831223487854004,0.43968507647514343,703.0,0.8004223704338074,6.300000190734863,0.4490419626235962,189.0
8,0.8198626637458801,1.4388185739517212,0.4281783699989319,682.0,0.7708553075790405,7.233333110809326,0.48046717047691345,217.0
9,0.8248811364173889,1.398734211921692,0.4160424470901489,663.0,0.8088701367378235,6.0333333015441895,0.4402023255825043,181.0
10,0.8330692052841187,1.3333333730697632,0.4087754487991333,632.0,0.8025343418121338,6.233333110809326,0.445639967918396,187.0
11,0.8306920528411865,1.352320671081543,0.39845460653305054,641.0,0.8088701367378235,6.0333333015441895,0.4232901334762573,181.0
0,0.728737473487854,4.333333492279053,0.5525022745132446,1027.0,0.7666314840316772,7.366666793823242,0.5324069261550903,221.0
1,0.825673520565033,2.7848100662231445,0.40531858801841736,660.0,0.8225976824760437,5.599999904632568,0.42733246088027954,168.0
2,0.8637083768844604,2.177215099334717,0.34543535113334656,516.0,0.8331573605537415,5.266666889190674,0.48499780893325806,158.0
3,0.86793452501297,2.1097047328948975,0.3305038809776306,500.0,0.8025343418121338,6.233333110809326,0.4634113311767578,187.0
