epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.9500241279602051,0.4142071306705475,207.0,0.9864636063575745,0.13488543033599854,8.0
1,0.973442792892456,0.2380446493625641,110.0,0.9864636063575745,0.12982983887195587,8.0
2,0.9727184772491455,0.20523031055927277,113.0,0.9864636063575745,0.15099255740642548,8.0
3,0.9741670489311218,0.21107985079288483,107.0,0.989847719669342,0.11190956830978394,6.0
4,0.9748913645744324,0.18524156510829926,104.0,0.9915397763252258,0.1131613627076149,5.0
5,0.9787542223930359,0.15832191705703735,88.0,0.9864636063575745,0.13869339227676392,8.0
6,0.9794785380363464,0.1480543315410614,85.0,0.9830795526504517,0.1182439923286438,10.0
7,0.982134222984314,0.12174347043037415,74.0,0.9881556630134583,0.13711358606815338,7.0
8,0.9792370796203613,0.14901669323444366,86.0,0.9780033826828003,0.23178662359714508,13.0
0,0.9526798725128174,0.4012170135974884,196.0,0.9864636063575745,0.12571696937084198,8.0
1,0.9722356200218201,0.2044690102338791,115.0,0.9915397763252258,0.13975025713443756,5.0
2,0.9746499061584473,0.18658262491226196,105.0,0.989847719669342,0.09600502252578735,6.0
3,0.9674070477485657,0.23228034377098083,135.0,0.989847719669342,0.10696464776992798,6.0
4,0.9806856513023376,0.14351886510849,80.0,0.989847719669342,0.09445016086101532,6.0
5,0.9802027940750122,0.14700491726398468,82.0,0.9915397763252258,0.10858597606420517,5.0
6,0.9828585386276245,0.1623409390449524,71.0,0.989847719669342,0.1156308501958847,6.0
7,0.9809271097183228,0.1446177363395691,79.0,0.9915397763252258,0.11854052543640137,5.0
8,0.9804442524909973,0.14502444863319397,81.0,0.9915397763252258,0.10296668112277985,5.0
9,0.976581335067749,0.18894952535629272,97.0,0.9915397763252258,0.1077587753534317,5.0
