epoch,accuracy,loss,total_0-1_loss,val_accuracy,val_loss,val_total_0-1_loss
0,0.9534153938293457,0.4135817587375641,193.0,0.9915397763252258,0.09274797141551971,5.0
1,0.9693458676338196,0.32092657685279846,127.0,0.9966158866882324,0.05423356220126152,2.0
2,0.9782766103744507,0.22960393130779266,90.0,0.9932318329811096,0.10041152685880661,4.0
3,0.9761042594909668,0.25627052783966064,99.0,0.9949238300323486,0.07160080969333649,3.0
4,0.9744146466255188,0.2622714340686798,106.0,0.989847719669342,0.13080640137195587,6.0
5,0.9799662232398987,0.23865991830825806,83.0,0.9881556630134583,0.19059891998767853,7.0
6,0.9792420864105225,0.23440873622894287,86.0,0.9949238300323486,0.024338163435459137,3.0
7,0.9765869975090027,0.27868491411209106,97.0,0.9915397763252258,0.11520412564277649,5.0
8,0.9797248244285583,0.21197457611560822,84.0,0.9915397763252258,0.08832383900880814,5.0
9,0.9777938723564148,0.24455495178699493,92.0,0.9932318329811096,0.11095967143774033,4.0
10,0.9804489612579346,0.20152536034584045,81.0,0.9932318329811096,0.07246825098991394,4.0
11,0.9775524735450745,0.25668099522590637,93.0,0.9949238300323486,0.06957487016916275,3.0
