epoch,accuracy,loss,val_accuracy,val_loss
0,0.9727184772491455,0.09441450238227844,113.0,0.9915397763252258,0.04420102387666702,5.0
1,0.9847899675369263,0.04613537713885307,63.0,0.9915397763252258,0.041178155690431595,5.0
2,0.986721396446228,0.0403197705745697,55.0,0.9915397763252258,0.03603369742631912,5.0
3,0.9869627952575684,0.03616654872894287,54.0,0.9915397763252258,0.03534610942006111,5.0
4,0.9888942837715149,0.03467041999101639,46.0,0.9932318329811096,0.03203248977661133,4.0
5,0.9896185398101807,0.031103506684303284,43.0,0.9932318329811096,0.031863726675510406,4.0
6,0.9913085699081421,0.02909558266401291,36.0,0.9932318329811096,0.03101087175309658,4.0
7,0.9925156831741333,0.026991406455636024,31.0,0.9932318329811096,0.03219034522771835,4.0
8,0.9946885704994202,0.023288138210773468,22.0,0.9932318329811096,0.031084241345524788,4.0
9,0.9920328259468079,0.025407565757632256,33.0,0.9932318329811096,0.029109980911016464,4.0
