loss,accuracy,0-1-loss,test_size,0-1-scaled-loss
0.014577523805201054,0.9957770109176636,5.0,1184,0.004222972972972973
0.026921026408672333,0.9890202879905701,13.0,1184,0.01097972972972973
0.03415701538324356,0.9864750504493713,16.0,1183,0.013524936601859678
0.04154285043478012,0.9847844243049622,18.0,1183,0.015215553677092139
0.019798751920461655,0.9932375550270081,8.0,1183,0.006762468300929839
