loss,accuracy,0-1-loss,test_size,0-1-scaled-loss
0.14538659155368805,0.9881756901741028,14.0,1184,0.011824324324324325
0.09481378644704819,0.9915540814399719,10.0,1184,0.008445945945945946
0.07094071060419083,0.9949281215667725,6.0,1183,0.00507185122569738
0.14973708987236023,0.9873203635215759,15.0,1183,0.01267962806424345
0.11837295442819595,0.9907016158103943,11.0,1183,0.009298393913778529
