epoch,accuracy,loss,val_accuracy,val_loss
0,0.5916534662246704,0.6609958410263062,0.6874340176582336,0.6206558346748352
1,0.6999471783638,0.5788969397544861,0.7233368754386902,0.5559517741203308
2,0.7488114237785339,0.5215629935264587,0.7645195126533508,0.52308589220047
3,0.7879027724266052,0.47790634632110596,0.7708553075790405,0.4824080765247345
4,0.8053354620933533,0.43967530131340027,0.7708553075790405,0.5133225917816162
5,0.814315915107727,0.41680803894996643,0.7835268974304199,0.48181718587875366
6,0.8335974812507629,0.3942931592464447,0.8035902976989746,0.4467511773109436
7,0.8425779342651367,0.3763671815395355,0.8078141212463379,0.4387637972831726
8,0.8528790473937988,0.36002638936042786,0.7940865755081177,0.4724341332912445
9,0.8544638156890869,0.34438589215278625,0.8057022094726562,0.44487789273262024
10,0.8594822883605957,0.33196181058883667,0.8268215656280518,0.4210481345653534
11,0.8753301501274109,0.31619584560394287,0.7866948246955872,0.4842221140861511
0,0.5385631322860718,0.6903239488601685,0.5469905138015747,0.6885382533073425
1,0.5390914082527161,0.6875127553939819,0.5469905138015747,0.6858646273612976
2,0.5390914082527161,0.6852949261665344,0.5469905138015747,0.6834695935249329
3,0.5390914082527161,0.6822945475578308,0.5469905138015747,0.6813758611679077
4,0.5398837924003601,0.6782510876655579,0.5480464696884155,0.6749491095542908
5,0.5491283535957336,0.6720256805419922,0.5564941763877869,0.6694032549858093
0,0.6098784804344177,0.6454508304595947,0.6145723462104797,0.6351757049560547
1,0.7105123996734619,0.5682889819145203,0.7180570363998413,0.5549482703208923
2,0.7580559849739075,0.5117856860160828,0.7613516449928284,0.5021286606788635
3,0.7857897281646729,0.4654317796230316,0.7761351466178894,0.4795796275138855
4,0.8090332746505737,0.437790185213089,0.791974663734436,0.46365681290626526
5,0.8203909397125244,0.4153541922569275,0.7888067364692688,0.45571792125701904
6,0.831220269203186,0.3932058811187744,0.748680055141449,0.5216289162635803
7,0.8457474708557129,0.37221527099609375,0.8099260926246643,0.42866456508636475
8,0.851294219493866,0.35844168066978455,0.7708553075790405,0.4974623918533325
9,0.856048583984375,0.34634268283843994,0.8215417265892029,0.4187856912612915
10,0.8666138648986816,0.32757532596588135,0.8236536383628845,0.41034963726997375
11,0.8750660419464111,0.3149941563606262,0.8173178434371948,0.41942787170410156
0,0.6053882837295532,0.6561282873153687,0.7148891091346741,0.600573718547821
1,0.7139461040496826,0.5741347074508667,0.7096092700958252,0.5846158862113953
2,0.7445853352546692,0.5319994688034058,0.7296726703643799,0.5334349870681763
3,0.7636027336120605,0.5004884004592896,0.7560718059539795,0.5156972408294678
4,0.784733235836029,0.4698469936847687,0.7697993516921997,0.4985264837741852
5,0.8066561222076416,0.4457402527332306,0.7360084652900696,0.5246545076370239
6,0.8137876391410828,0.4278539717197418,0.7856388688087463,0.4755104184150696
7,0.8262017965316772,0.40480491518974304,0.8025343418121338,0.45076146721839905
8,0.8298996090888977,0.3882376551628113,0.7972545027732849,0.4469488263130188
9,0.8444268107414246,0.36972159147262573,0.7835268974304199,0.4785934388637543
10,0.8536714315414429,0.35689249634742737,0.8204857707023621,0.4295549988746643
11,0.8589540123939514,0.3405742943286896,0.7866948246955872,0.4601190686225891
0,0.6244056820869446,0.6431316137313843,0.7096092700958252,0.5985411405563354
1,0.7144743800163269,0.5677146911621094,0.7402322888374329,0.5465000867843628
2,0.7490755319595337,0.5173987746238708,0.7560718059539795,0.5156315565109253
3,0.7754886150360107,0.47720953822135925,0.7687433958053589,0.5239591598510742
4,0.8013734817504883,0.4447701573371887,0.7793030738830566,0.47395059466362
5,0.8177496194839478,0.42103224992752075,0.7866948246955872,0.46786558628082275
6,0.8346539735794067,0.3982101082801819,0.8130939602851868,0.4332701563835144
7,0.8372952938079834,0.37826961278915405,0.8141499757766724,0.43890321254730225
8,0.8433703184127808,0.36691051721572876,0.8257655501365662,0.41988033056259155
9,0.8594822883605957,0.3494427502155304,0.8067581653594971,0.44130948185920715
10,0.8703116774559021,0.3337635099887848,0.8046462535858154,0.4614734649658203
11,0.8695192933082581,0.3200916349887848,0.8173178434371948,0.4378581643104553
0,0.5390914082527161,0.6896442770957947,0.5469905138015747,0.6876965165138245
1,0.5390914082527161,0.6888500452041626,0.5469905138015747,0.688022255897522
2,0.5361859202384949,0.6878682971000671,0.5469905138015747,0.6868793964385986
3,0.5385631322860718,0.6868167519569397,0.5469905138015747,0.6851661801338196
4,0.5380348563194275,0.6854837536811829,0.5427666306495667,0.6855505108833313
5,0.5372424721717834,0.6843456625938416,0.5395987033843994,0.6818487048149109
0,0.5213946104049683,0.6926577687263489,0.5448785424232483,0.6911832094192505
1,0.5356577038764954,0.6900044083595276,0.5459345579147339,0.6890512704849243
2,0.5375065803527832,0.6876869797706604,0.5459345579147339,0.6858451962471008
3,0.5401479005813599,0.6843765377998352,0.5491024255752563,0.6824079155921936
4,0.5517696738243103,0.679475724697113,0.5839493274688721,0.6765230894088745
5,0.6082937121391296,0.6715361475944519,0.60823655128479,0.6679242849349976
0,0.5581088066101074,0.6816654801368713,0.579725444316864,0.6708704233169556
1,0.6270470023155212,0.6615097522735596,0.6853220462799072,0.6446950435638428
2,0.6949287056922913,0.6252840757369995,0.7043294906616211,0.6041485071182251
3,0.7094559073448181,0.5810596942901611,0.7254487872123718,0.5638641715049744
4,0.7374537587165833,0.5376927852630615,0.7423442602157593,0.5255861878395081
5,0.7643951177597046,0.5033251643180847,0.7624076008796692,0.5064892768859863
0,0.6336503028869629,0.6289178133010864,0.7170010805130005,0.5682128071784973
1,0.7390385866165161,0.5353981852531433,0.7381203770637512,0.5190733075141907
2,0.7797147631645203,0.47794511914253235,0.7666314840316772,0.5214027166366577
3,0.809561550617218,0.4385904371738434,0.7898627519607544,0.4688301086425781
4,0.825673520565033,0.4086000919342041,0.8067581653594971,0.44682857394218445
5,0.8436344265937805,0.38415154814720154,0.8141499757766724,0.4331589937210083
6,0.8444268107414246,0.36713385581970215,0.7888067364692688,0.4674122929573059
7,0.8578975200653076,0.3487328886985779,0.8194297552108765,0.41317495703697205
8,0.8711040616035461,0.3289368152618408,0.8247095942497253,0.4151742160320282
9,0.8729529976844788,0.31582918763160706,0.8373811841011047,0.3864298164844513
10,0.8845747709274292,0.2997548580169678,0.8437169790267944,0.39140260219573975
11,0.881669282913208,0.29068756103515625,0.8109820485115051,0.43301916122436523
0,0.618330717086792,0.65599524974823,0.7138331532478333,0.6106339693069458
1,0.7120972275733948,0.5784332752227783,0.7222808599472046,0.5678560733795166
2,0.7477548718452454,0.5243303179740906,0.7497360110282898,0.5423209071159363
3,0.7707343101501465,0.4862477779388428,0.7750791907310486,0.4962138235569
